Row ID,Sales,Forecast(Sales),Lower Confidence Bound(Sales),Upper Confidence Bound(Sales)
184,149.95,,,
185,29,,,
186,7.16,,,
187,176.8,,,
188,37.224,,,
189,20.016,,,
190,899.136,,,
191,71.76,,,
192,51.84,,,
193,626.352,,,
194,19.9,,,
195,14.28,,,
196,7.408,,,
197,6.048,,,
198,46.26,,,
199,2.946,,,
200,16.056,,,
201,21.744,,,
202,218.75,,,
203,2.6,,,
204,66.284,,,
205,35.168,,,
206,444.768,,,
207,83.92,,,
208,131.98,,,
209,15.92,,,
210,52.29,,,
211,91.99,,,
212,20.8,,,
213,23.68,,,
214,452.45,,,
215,62.982,,,
216,1188,,,
217,89.584,,,
218,93.06,,,
219,302.376,,,
220,5.584,,,
221,22.704,,,
222,19.776,,,
223,72.704,,,
224,479.988,,,
225,27.168,,,
226,2.2,,,
227,622.45,,,
228,21.98,,,
229,161.568,,,
230,389.696,,,
231,18.648,,,
232,233.86,,,
233,620.6145,,,
234,5.328,,,
235,258.072,,,
236,617.976,,,
237,10.56,,,
238,25.92,,,
239,419.68,,,
240,11.688,,,
241,31.984,,,
242,177.225,,,
243,4.044,,,
244,7.408,,,
245,2001.86,,,
246,166.72,,,
247,47.88,,,
248,1503.25,,,
249,25.92,,,
250,321.568,,,
251,7.61,,,
252,3347.37,,,
253,80.58,,,
254,361.92,,,
255,12.132,,,
256,82.368,,,
257,53.92,,,
258,647.904,,,
259,20.37,,,
260,221.55,,,
261,17.52,,,
262,1.624,,,
263,3059.982,,,
264,2519.958,,,
265,328.224,,,
266,79.9,,,
267,14.016,,,
268,7.56,,,
269,37.208,,,
270,57.576,,,
271,725.84,,,
272,209.93,,,
273,5.28,,,
274,10.92,,,
275,8.82,,,
276,5.98,,,
277,11.648,,,
278,18.176,,,
279,59.712,,,
280,24.84,,,
281,2.08,,,
282,1114.4,,,
283,1038.84,,,
284,141.76,,,
285,239.8,,,
286,31.104,,,
287,254.058,,,
288,194.528,,,
289,961.48,,,
290,19.096,,,
291,18.496,,,
292,255.984,,,
293,86.97,,,
294,300.416,,,
295,230.352,,,
296,218.352,,,
297,78.6,,,
298,27.552,,,
299,32.4,,,
300,1082.48,,,
301,56.91,,,
302,77.6,,,
303,14.28,,,
304,219.075,,,
305,26.8,,,
306,9.84,,,
307,45.48,,,
308,289.2,,,
309,4.89,,,
310,15.136,,,
311,466.768,,,
312,15.232,,,
313,6.264,,,
314,87.54,,,
315,178.384,,,
316,15.552,,,
317,99.136,,,
318,135.882,,,
319,3991.98,,,
320,275.94,,,
321,360,,,
322,43.57,,,
323,7.16,,,
324,251.52,,,
325,99.99,,,
326,15.992,,,
327,290.898,,,
328,54.224,,,
329,786.744,,,
330,100.24,,,
331,37.764,,,
332,82.8,,,
333,20.724,,,
334,4.896,,,
335,4.752,,,
336,959.984,,,
337,14.368,,,
338,7.712,,,
339,698.352,,,
340,4.96,,,
341,17.856,,,
342,509.97,,,
343,30.992,,,
344,71.928,,,
345,88.8,,,
346,47.976,,,
347,7.56,,,
348,24.56,,,
349,12.96,,,
350,6.79,,,
351,24.56,,,
352,3.048,,,
353,49.12,,,
354,4355.168,,,
355,388.704,,,
356,8.26,,,
357,17.04,,,
358,34.4,,,
359,36.24,,,
360,647.84,,,
361,20.7,,,
362,20.7,,,
363,488.646,,,
364,5.56,,,
365,47.12,,,
366,211.96,,,
367,23.2,,,
368,7.36,,,
369,104.79,,,
370,1043.92,,,
371,25.92,,,
372,53.424,,,
373,8.16,,,
374,1023.936,,,
375,9.24,,,
376,479.04,,,
377,99.136,,,
378,1488.424,,,
379,8.652,,,
380,23.832,,,
381,12.176,,,
382,50.96,,,
383,49.536,,,
384,41.9,,,
385,375.4575,,,
386,83.976,,,
387,482.34,,,
388,2.96,,,
389,2.624,,,
390,23.36,,,
391,39.98,,,
392,246.384,,,
393,1799.97,,,
394,12.462,,,
395,75.792,,,
396,49.96,,,
397,12.96,,,
398,70.12,,,
399,35.952,,,
400,2396.2656,,,
401,131.136,,,
402,57.584,,,
403,9.568,,,
404,39.072,,,
405,35.91,,,
406,179.95,,,
407,1199.976,,,
408,27.15,,,
409,1004.024,,,
410,9.68,,,
411,28.35,,,
412,55.98,,,
413,1336.829,,,
414,113.568,,,
415,139.86,,,
416,307.136,,,
417,95.92,,,
418,383.8,,,
419,5.78,,,
420,9.32,,,
421,15.25,,,
422,196.752,,,
423,56.56,,,
424,32.7,,,
425,866.4,,,
426,28.4,,,
427,287.92,,,
428,69.99,,,
429,6.672,,,
430,189.588,,,
431,408.744,,,
432,291.96,,,
433,4.768,,,
434,714.3,,,
435,4.812,,,
436,247.8,,,
437,1007.979,,,
438,313.488,,,
439,31.872,,,
440,207.846,,,
441,12.22,,,
442,194.94,,,
443,70.95,,,
444,91.36,,,
445,242.94,,,
446,22.05,,,
447,2.91,,,
448,59.52,,,
449,161.94,,,
450,263.88,,,
451,30.48,,,
452,9.84,,,
453,35.12,,,
454,284.364,,,
455,665.408,,,
456,63.88,,,
457,129.568,,,
458,747.558,,,
459,8.928,,,
460,103.92,,,
461,899.91,,,
462,51.312,,,
463,23.56,,,
464,1272.63,,,
465,28.485,,,
466,185.376,,,
467,78.272,,,
468,254.744,,,
469,205.3328,,,
470,4.788,,,
471,55.48,,,
472,340.92,,,
473,222.666,,,
474,703.968,,,
475,92.52,,,
476,62.65,,,
477,94.85,,,
478,95.76,,,
479,40.2,,,
480,14.7,,,
481,704.25,,,
482,9.09,,,
483,5.96,,,
484,159.98,,,
485,29.6,,,
486,514.165,,,
487,279.96,,,
488,2735.952,,,
489,7.992,,,
490,63.984,,,
491,70.368,,,
492,449.15,,,
493,11.07,,,
494,93.98,,,
495,189.882,,,
496,105.42,,,
497,119.616,,,
498,255.76,,,
499,241.568,,,
500,69.3,,,
501,22.62,,,
502,14.952,,,
503,801.568,,,
504,2.376,,,
505,32.792,,,
506,15.92,,,
507,2.74,,,
508,8.34,,,
509,46.74,,,
510,6354.95,,,
511,126.3,,,
512,38.04,,,
513,7.152,,,
514,6.63,,,
515,5.88,,,
516,2999.95,,,
517,51.45,,,
518,11.96,,,
519,1126.02,,,
520,18.392,,,
521,129.568,,,
522,14.112,,,
523,210.98,,,
524,55.176,,,
525,66.26,,,
526,22.2,,,
527,683.952,,,
528,45.696,,,
529,36.336,,,
530,666.248,,,
531,52.512,,,
532,190.72,,,
533,47.94,,,
534,979.95,,,
535,22.75,,,
536,16.768,,,
537,42.616,,,
538,10.752,,,
539,152.94,,,
540,283.92,,,
541,468.9,,,
542,380.864,,,
543,646.776,,,
544,58.112,,,
545,100.792,,,
546,66.112,,,
547,41.28,,,
548,13.36,,,
549,250.272,,,
550,11.364,,,
551,8.72,,,
552,1121.568,,,
553,34.504,,,
554,10.824,,,
555,1295.78,,,
556,19.456,,,
557,20.7,,,
558,1335.68,,,
559,32.4,,,
560,42.6,,,
561,84.056,,,
562,13,,,
563,13.128,,,
564,3.96,,,
565,2.61,,,
566,374.376,,,
567,91.84,,,
568,81.088,,,
569,19.44,,,
570,451.152,,,
571,72.45,,,
572,13.96,,,
573,33.264,,,
574,14.85,,,
575,8.82,,,
576,160.72,,,
577,19.92,,,
578,7.3,,,
579,69.712,,,
580,8.792,,,
581,51.52,,,
582,470.376,,,
583,105.584,,,
584,31.152,,,
585,6.783,,,
586,406.368,,,
587,70.98,,,
588,294.93,,,
589,84.784,,,
590,20.736,,,
591,16.821,,,
592,10.368,,,
593,9.344,,,
594,31.2,,,
595,76.12,,,
596,1199.976,,,
597,445.96,,,
598,327.76,,,
599,11.632,,,
600,143.982,,,
601,494.376,,,
602,5.84,,,
603,142.776,,,
604,45.696,,,
605,7.218,,,
606,43.188,,,
607,131.904,,,
608,3.282,,,
609,21.168,,,
610,55.188,,,
611,369.576,,,
612,15.712,,,
613,8.448,,,
614,728.946,,,
615,119.94,,,
616,3.648,,,
617,40.48,,,
618,9.94,,,
619,107.424,,,
620,37.91,,,
621,88.02,,,
622,8.69,,,
623,301.96,,,
624,555.21,,,
625,523.48,,,
626,161.82,,,
627,35.56,,,
628,97.16,,,
629,15.24,,,
630,13.23,,,
631,243.384,,,
632,119.8,,,
633,300.768,,,
634,17.88,,,
635,235.944,,,
636,392.94,,,
637,18.882,,,
638,122.328,,,
639,1049.2,,,
640,15.424,,,
641,18.84,,,
642,330.4,,,
643,26.25,,,
644,132.52,,,
645,6.48,,,
646,209.3,,,
647,31.56,,,
648,30.144,,,
649,14.8,,,
650,302.376,,,
651,316,,,
652,379.4,,,
653,97.82,,,
654,103.12,,,
655,113.552,,,
656,3.318,,,
657,134.288,,,
658,701.372,,,
659,2.308,,,
660,999.432,,,
661,724.08,,,
662,918.785,,,
663,2.724,,,
664,459.95,,,
665,10.74,,,
666,23.76,,,
667,85.056,,,
668,381.576,,,
669,30.36,,,
670,23.976,,,
671,108.925,,,
672,36.352,,,
673,19.56,,,
674,61.44,,,
675,38.9,,,
676,99.39,,,
677,2.688,,,
678,27.816,,,
679,82.524,,,
680,182.994,,,
681,14.352,,,
682,64.96,,,
683,68.6,,,
684,7999.98,,,
685,167.44,,,
686,479.97,,,
687,14.62,,,
688,19.44,,,
689,191.984,,,
690,104.01,,,
691,284.82,,,
692,36.84,,,
693,166.24,,,
694,33.4,,,
695,198.272,,,
696,47.36,,,
697,200.984,,,
698,97.696,,,
699,2.696,,,
700,18.588,,,
701,4.896,,,
702,15.072,,,
703,209.88,,,
704,369.912,,,
705,10.368,,,
706,166.84,,,
707,15.216,,,
708,119.96,,,
709,883.92,,,
710,46.72,,,
711,55.48,,,
712,24.448,,,
713,281.34,,,
714,307.98,,,
715,299.97,,,
716,19.92,,,
717,9.94,,,
718,103.056,,,
719,59.808,,,
720,73.32,,,
721,146.82,,,
722,1652.94,,,
723,296.37,,,
724,129.92,,,
725,45.584,,,
726,17.568,,,
727,55.992,,,
728,182.72,,,
729,400.032,,,
730,33.63,,,
731,542.646,,,
732,6.3,,,
733,242.94,,,
734,179.97,,,
735,99.696,,,
736,27.936,,,
737,84.98,,,
738,18.72,,,
739,49.98,,,
740,11.784,,,
741,272.736,,,
742,3.54,,,
743,51.52,,,
744,3.528,,,
745,4.624,,,
746,55.168,,,
747,567.12,,,
748,359.32,,,
749,11.992,,,
750,58.05,,,
751,157.74,,,
752,56.98,,,
753,2.88,,,
754,1199.976,,,
755,79.92,,,
756,383.438,,,
757,24.56,,,
758,119.8,,,
759,13.128,,,
760,22.72,,,
761,58.32,,,
762,12.39,,,
763,107.982,,,
764,11.36,,,
765,50.94,,,
766,646.74,,,
767,5.64,,,
768,572.58,,,
769,310.88,,,
770,641.96,,,
771,18.28,,,
772,207,,,
773,32.35,,,
774,7.71,,,
775,40.3,,,
776,34.58,,,
777,32.76,,,
778,544.008,,,
779,59.94,,,
780,23.92,,,
781,4.28,,,
782,32.07,,,
783,24,,,
784,35.49,,,
785,47.984,,,
786,186.69,,,
787,17.456,,,
788,348.928,,,
789,143.96,,,
790,15.42,,,
791,43.04,,,
792,332.94,,,
793,1363.96,,,
794,9.96,,,
795,21.72,,,
796,20.16,,,
797,132.79,,,
798,12.96,,,
799,21.56,,,
800,283.92,,,
801,22.23,,,
802,215.968,,,
803,355.32,,,
804,12.96,,,
805,18.28,,,
806,43.176,,,
807,1983.968,,,
808,28.4,,,
809,149.97,,,
810,11.52,,,
811,1298.55,,,
812,213.92,,,
813,25.78,,,
814,18.28,,,
815,1399.93,,,
816,51.84,,,
817,5.344,,,
818,41.472,,,
819,3.168,,,
820,1228.465,,,
821,31.086,,,
822,335.52,,,
823,239.97,,,
824,9.82,,,
825,67.8,,,
826,167.97,,,
827,35,,,
828,37.24,,,
829,15.28,,,
830,301.96,,,
831,180.66,,,
832,191.98,,,
833,65.99,,,
834,35.216,,,
835,23.696,,,
836,265.475,,,
837,51.184,,,
838,9.664,,,
839,21.072,,,
840,60.45,,,
841,11.52,,,
842,186.048,,,
843,37.44,,,
844,26.976,,,
845,11.36,,,
846,14.62,,,
847,83.72,,,
848,287.94,,,
849,48.896,,,
850,115.36,,,
851,5.16,,,
852,38.88,,,
853,185.88,,,
854,44.46,,,
855,242.94,,,
856,39.96,,,
857,102.3,,,
858,21.36,,,
859,7.61,,,
860,7.16,,,
861,7.36,,,
862,23.1,,,
863,191.472,,,
864,5.248,,,
865,59.184,,,
866,2.89,,,
867,51.94,,,
868,15.936,,,
869,44.91,,,
870,1141.47,,,
871,280.782,,,
872,34.44,,,
873,11.36,,,
874,106.344,,,
875,192.16,,,
876,322.59,,,
877,29.99,,,
878,371.97,,,
879,5.892,,,
880,68.472,,,
881,1242.9,,,
882,30.84,,,
883,13.48,,,
884,31.4,,,
885,17.46,,,
886,13.944,,,
887,83.76,,,
888,37.66,,,
889,34.68,,,
890,149.95,,,
891,51.312,,,
892,4.54,,,
893,15.92,,,
894,543.92,,,
895,155.82,,,
896,70.008,,,
897,15.648,,,
898,103.6,,,
899,46.96,,,
900,8.904,,,
901,10.44,,,
902,18.336,,,
903,323.976,,,
904,20.04,,,
905,64.96,,,
906,12.96,,,
907,323.136,,,
908,90.93,,,
909,52.776,,,
910,1199.8,,,
911,1928.78,,,
912,352.38,,,
913,22.2,,,
914,46.94,,,
915,143.73,,,
916,99.918,,,
917,797.944,,,
918,8.568,,,
919,149.352,,,
920,12.992,,,
921,24.56,,,
922,85.14,,,
923,21.99,,,
924,406.6,,,
925,841.568,,,
926,15.552,,,
927,252,,,
928,46.2,,,
929,28.84,,,
930,14.592,,,
931,89.856,,,
932,13.872,,,
933,12.192,,,
934,45.056,,,
935,29.718,,,
936,15.552,,,
937,447.696,,,
938,159.99,,,
939,12.96,,,
940,134.48,,,
941,17.12,,,
942,6.096,,,
943,1114.272,,,
944,32.4,,,
945,540.57,,,
946,167.76,,,
947,393.165,,,
948,516.488,,,
949,1007.232,,,
950,2065.32,,,
951,15.552,,,
952,25.344,,,
953,25.472,,,
954,27.168,,,
955,78.8528,,,
956,173.8,,,
957,29.592,,,
958,4.752,,,
959,15.552,,,
960,204.6,,,
961,321.568,,,
962,6.24,,,
963,21.88,,,
964,4.608,,,
965,9.82,,,
966,35.97,,,
967,12.96,,,
968,191.6,,,
969,8.64,,,
970,501.81,,,
971,127.104,,,
972,124.2,,,
973,18.588,,,
974,30.072,,,
975,160.93,,,
976,75.792,,,
977,1.08,,,
978,3059.982,,,
979,3.282,,,
980,34.02,,,
981,599.292,,,
982,3.392,,,
983,559.984,,,
984,603.92,,,
985,7.968,,,
986,27.968,,,
987,336.51,,,
988,1.112,,,
989,520.05,,,
990,17.97,,,
991,1166.92,,,
992,14.624,,,
993,10.23,,,
994,154.9,,,
995,2715.93,,,
996,617.97,,,
997,10.67,,,
998,36.63,,,
999,24.1,,,
1000,33.11,,,
1001,44.02,,,
1002,2309.65,,,
1003,1090.782,,,
1004,19.44,,,
1005,484.65,,,
1006,115.296,,,
1007,7.08,,,
1008,4.401,,,
1009,44.75,,,
1010,95.984,,,
1011,151.72,,,
1012,155.25,,,
1013,14.03,,,
1014,1618.37,,,
1015,99.6,,,
1016,32.4,,,
1017,13.96,,,
1018,155.82,,,
1019,124.95,,,
1020,601.65,,,
1021,22.74,,,
1022,1267.53,,,
1023,1379.92,,,
1024,6.208,,,
1025,11.808,,,
1026,15.552,,,
1027,63.312,,,
1028,15.588,,,
1029,177.2,,,
1030,197.97,,,
1031,854.94,,,
1032,124.11,,,
1033,14.4,,,
1034,15.696,,,
1035,2.628,,,
1036,14.427,,,
1037,86.62,,,
1038,36.624,,,
1039,23.968,,,
1040,28.728,,,
1041,697.16,,,
1042,31.86,,,
1043,722.352,,,
1044,8.84,,,
1045,58.464,,,
1046,254.604,,,
1047,1363.96,,,
1048,102.36,,,
1049,1113.504,,,
1050,99.99,,,
1051,168.464,,,
1052,6.72,,,
1053,282.888,,,
1054,11.16,,,
1055,108.4,,,
1056,82.344,,,
1057,9.088,,,
1058,19.936,,,
1059,65.568,,,
1060,4.416,,,
1061,107.772,,,
1062,45.216,,,
1063,10.416,,,
1064,7.872,,,
1065,118.782,,,
1066,1.448,,,
1067,55.47,,,
1068,194.848,,,
1069,1.744,,,
1070,25.176,,,
1071,19.46,,,
1072,29.472,,,
1073,8.64,,,
1074,6.27,,,
1075,4.368,,,
1076,31.984,,,
1077,40.88,,,
1078,119.96,,,
1079,31.44,,,
1080,6.88,,,
1081,19.92,,,
1082,1106.91,,,
1083,836.592,,,
1084,26.38,,,
1085,362.92,,,
1086,4899.93,,,
1087,6.48,,,
1088,71.976,,,
1089,3.15,,,
1090,31.984,,,
1091,71.984,,,
1092,120.15,,,
1093,219.184,,,
1094,28.9,,,
1095,355.96,,,
1096,348.208,,,
1097,35.784,,,
1098,447.84,,,
1099,7.04,,,
1100,8.73,,,
1101,29.29,,,
1102,8.64,,,
1103,2.694,,,
1104,2.934,,,
1105,22.92,,,
1106,100.704,,,
1107,2.328,,,
1108,10.78,,,
1109,58.368,,,
1110,40.968,,,
1111,71.96,,,
1112,10.368,,,
1113,1.192,,,
1114,46.672,,,
1115,119.833,,,
1116,119.98,,,
1117,6.3,,,
1118,279.9,,,
1119,619.95,,,
1120,4.36,,,
1121,15.28,,,
1122,699.93,,,
1123,22.96,,,
1124,38.6,,,
1125,6.63,,,
1126,23.34,,,
1127,1067.94,,,
1128,10.16,,,
1129,101.88,,,
1130,343.92,,,
1131,40.99,,,
1132,63.9,,,
1133,19.44,,,
1134,124.608,,,
1135,7.56,,,
1136,85.224,,,
1137,287.52,,,
1138,37.68,,,
1139,19.98,,,
1140,20.58,,,
1141,17.38,,,
1142,204.6,,,
1143,8.72,,,
1144,6.48,,,
1145,686.32,,,
1146,62.18,,,
1147,644.076,,,
1148,5.84,,,
1149,12.76,,,
1150,10.95,,,
1151,599.98,,,
1152,8.352,,,
1153,3.64,,,
1154,159.768,,,
1155,122.48,,,
1156,2244.48,,,
1157,62.31,,,
1158,455.1,,,
1159,195.184,,,
1160,362.94,,,
1161,11.54,,,
1162,53.94,,,
1163,9.99,,,
1164,125.76,,,
1165,25.32,,,
1166,46.8,,,
1167,447.93,,,
1168,109.48,,,
1169,272.94,,,
1170,19.44,,,
1171,31.92,,,
1172,22.38,,,
1173,16.52,,,
1174,5.176,,,
1175,50.112,,,
1176,27.93,,,
1177,11.56,,,
1178,172.5,,,
1179,179.97,,,
1180,258.696,,,
1181,1322.93,,,
1182,3.76,,,
1183,21.744,,,
1184,7.92,,,
1185,12.096,,,
1186,485.88,,,
1187,25.92,,,
1188,197.58,,,
1189,81.92,,,
1190,889.536,,,
1191,892.224,,,
1192,223.92,,,
1193,23.12,,,
1194,15.552,,,
1195,15.712,,,
1196,24.672,,,
1197,55.968,,,
1198,431.928,,,
1199,95.984,,,
1200,1088.792,,,
1201,544.008,,,
1202,1.872,,,
1203,854.352,,,
1204,593.568,,,
1205,338.04,,,
1206,271.96,,,
1207,11.21,,,
1208,9.144,,,
1209,14.07,,,
1210,41.86,,,
1211,8.544,,,
1212,579.136,,,
1213,141.372,,,
1214,3.036,,,
1215,4.503,,,
1216,4.672,,,
1217,95.88,,,
1218,17.024,,,
1219,258.696,,,
1220,1931.958,,,
1221,249.75,,,
1222,255.936,,,
1223,113.79,,,
1224,78.15,,,
1225,1.728,,,
1226,40.56,,,
1227,182.94,,,
1228,193.86,,,
1229,15.28,,,
1230,8.73,,,
1231,5.68,,,
1232,2.78,,,
1233,79.96,,,
1234,839.988,,,
1235,47.952,,,
1236,37.425,,,
1237,63.968,,,
1238,165.048,,,
1239,12.35,,,
1240,40.97,,,
1241,22.96,,,
1242,22,,,
1243,398.352,,,
1244,8.72,,,
1245,48.69,,,
1246,764.688,,,
1247,3610.848,,,
1248,254.9745,,,
1249,38.82,,,
1250,1141.938,,,
1251,1704.56,,,
1252,3.2,,,
1253,1099.96,,,
1254,5.248,,,
1255,35.91,,,
1256,6.696,,,
1257,43.872,,,
1258,27.882,,,
1259,540.048,,,
1260,255.68,,,
1261,863.88,,,
1262,17.616,,,
1263,17.472,,,
1264,69.9,,,
1265,41.85,,,
1266,6.57,,,
1267,142.86,,,
1268,292.272,,,
1269,29.328,,,
1270,12.48,,,
1271,102.336,,,
1272,48.792,,,
1273,44.848,,,
1274,10.368,,,
1275,388.43,,,
1276,14.352,,,
1277,63.992,,,
1278,86.352,,,
1279,32.97,,,
1280,83.88,,,
1281,278.4,,,
1282,15.12,,,
1283,17.43,,,
1284,251.64,,,
1285,2.772,,,
1286,14.9,,,
1287,15.48,,,
1288,39.88,,,
1289,12.192,,,
1290,20.82,,,
1291,13.216,,,
1292,32.4,,,
1293,32.94,,,
1294,114.2,,,
1295,3.08,,,
1296,845.728,,,
1297,13.904,,,
1298,20.72,,,
1299,114.95,,,
1300,26.96,,,
1301,572.76,,,
1302,286.38,,,
1303,61.96,,,
1304,23.99,,,
1305,287.97,,,
1306,419.944,,,
1307,46.76,,,
1308,17.712,,,
1309,21.78,,,
1310,161.94,,,
1311,161.568,,,
1312,3.69,,,
1313,122.12,,,
1314,155.372,,,
1315,38.88,,,
1316,183.84,,,
1317,579.3,,,
1318,14.2,,,
1319,575.92,,,
1320,5.184,,,
1321,5.229,,,
1322,285.552,,,
1323,72.8,,,
1324,10.816,,,
1325,46.26,,,
1326,17.46,,,
1327,51.072,,,
1328,11.34,,,
1329,87.92,,,
1330,37.05,,,
1331,2.97,,,
1332,27.44,,,
1333,1.08,,,
1334,7.96,,,
1335,140.736,,,
1336,552.56,,,
1337,25.11,,,
1338,29.78,,,
1339,677.58,,,
1340,75.04,,,
1341,695.7,,,
1342,15.66,,,
1343,28.854,,,
1344,47.82,,,
1345,13.05,,,
1346,93.78,,,
1347,47.18,,,
1348,19.68,,,
1349,53.4,,,
1350,35.88,,,
1351,258.279,,,
1352,31.4,,,
1353,183.96,,,
1354,17.61,,,
1355,300.904,,,
1356,220.776,,,
1357,281.424,,,
1358,79.14,,,
1359,1.988,,,
1360,145.568,,,
1361,123.256,,,
1362,23.68,,,
1363,309.576,,,
1364,38.388,,,
1365,95.994,,,
1366,239.952,,,
1367,201.584,,,
1368,899.136,,,
1369,145.9,,,
1370,590.058,,,
1371,14.04,,,
1372,49.08,,,
1373,29.6,,,
1374,17.088,,,
1375,912.75,,,
1376,1089.75,,,
1377,447.84,,,
1378,16.4,,,
1379,399.96,,,
1380,158.9,,,
1381,13.184,,,
1382,83.952,,,
1383,80.98,,,
1384,348.84,,,
1385,9.45,,,
1386,18.84,,,
1387,239.98,,,
1388,167.96,,,
1389,104.85,,,
1390,484.83,,,
1391,122.97,,,
1392,154.44,,,
1393,342.37,,,
1394,9.552,,,
1395,652.45,,,
1396,66.645,,,
1397,17.216,,,
1398,11.56,,,
1399,88.4,,,
1400,6.48,,,
1401,21.8,,,
1402,251.79,,,
1403,205.176,,,
1404,419.4,,,
1405,10.304,,,
1406,154.764,,,
1407,116.784,,,
1408,75.48,,,
1409,39.98,,,
1410,393.165,,,
1411,23.68,,,
1412,408.006,,,
1413,165.28,,,
1414,334.768,,,
1415,239.97,,,
1416,37.74,,,
1417,946.344,,,
1418,151.2,,,
1419,4.928,,,
1420,86.272,,,
1421,72.588,,,
1422,60.672,,,
1423,77.031,,,
1424,119.904,,,
1425,263.96,,,
1426,363.648,,,
1427,9.728,,,
1428,14.75,,,
1429,29.8,,,
1430,427.42,,,
1431,220.752,,,
1432,152.76,,,
1433,7.27,,,
1434,1819.86,,,
1435,33.9,,,
1436,31.104,,,
1437,5.248,,,
1438,263.88,,,
1439,2453.43,,,
1440,29.7,,,
1441,39.96,,,
1442,36.672,,,
1443,13.76,,,
1444,139.424,,,
1445,1979.928,,,
1446,164.736,,,
1447,470.302,,,
1448,47.984,,,
1449,2.502,,,
1450,88.752,,,
1451,2.025,,,
1452,70.98,,,
1453,91.68,,,
1454,33.75,,,
1455,3040,,,
1456,91.2,,,
1457,452.94,,,
1458,52.2,,,
1459,15.936,,,
1460,27.46,,,
1461,55.424,,,
1462,244.006,,,
1463,159.984,,,
1464,1024.716,,,
1465,3.68,,,
1466,121.376,,,
1467,95.976,,,
1468,255.968,,,
1469,872.94,,,
1470,41.54,,,
1471,12.96,,,
1472,6.848,,,
1473,8.67,,,
1474,6.688,,,
1475,17.28,,,
1476,17.712,,,
1477,28.91,,,
1478,52.136,,,
1479,31.968,,,
1480,25.92,,,
1481,40.46,,,
1482,33.87,,,
1483,9.728,,,
